clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
2snk9xzj_r01_s0_p000	30	2snk9xzj	r01	image_p20655	image	/ifood/hummus/train_047490.jpg	['/ifood/hummus/train_047064.jpg', '/ifood/hummus/train_047077.jpg', '/ifood/hummus/train_047135.jpg', '/ifood/hummus/train_047385.jpg', '/ifood/hummus/train_047254.jpg', '/ifood/hummus/train_047201.jpg', '/ifood/hummus/train_047289.jpg', '/ifood/hummus/train_047472.jpg', '/ifood/hummus/train_047017.jpg', '/ifood/hummus/train_047341.jpg', '/ifood/hummus/train_047313.jpg']	win	0
2snk9xzj_r01_s0_p001	25	2snk9xzj	r01	image_p26041	image	/dogs/Irish_wolfhound/n02090721_5518.jpg	['/dogs/Irish_wolfhound/n02090721_348.jpg', '/dogs/Irish_wolfhound/n02090721_6762.jpg', '/dogs/Irish_wolfhound/n02090721_342.jpg', '/dogs/Irish_wolfhound/n02090721_519.jpg', '/dogs/Irish_wolfhound/n02090721_4203.jpg', '/dogs/Irish_wolfhound/n02090721_4341.jpg', '/dogs/Irish_wolfhound/n02090721_5373.jpg', '/dogs/Irish_wolfhound/n02090721_6212.jpg', '/dogs/Irish_wolfhound/n02090721_708.jpg', '/dogs/Irish_wolfhound/n02090721_3564.jpg', '/dogs/Irish_wolfhound/n02090721_2083.jpg']	win	1
2snk9xzj_r01_s0_p002	22	2snk9xzj	r01	image_p25424	image	/ifood/adobo/train_008050.jpg	['/ifood/adobo/.DS_Store', '/ifood/adobo/train_007804.jpg', '/ifood/adobo/train_007808.jpg', '/ifood/adobo/train_008030.jpg', '/ifood/adobo/train_007699.jpg', '/ifood/adobo/train_008086.jpg', '/ifood/adobo/train_007764.jpg', '/ifood/adobo/train_008075.jpg', '/ifood/adobo/train_007937.jpg', '/ifood/adobo/train_007800.jpg', '/ifood/adobo/train_007763.jpg']	win	2
2snk9xzj_r01_s0_p003	46	2snk9xzj	r01	image_p18449	image	/ifood/mussel/train_064197.jpg	['/ifood/mussel/train_064149.jpg', '/ifood/mussel/train_064330.jpg', '/ifood/mussel/train_064584.jpg', '/ifood/mussel/train_064359.jpg', '/ifood/mussel/train_064240.jpg', '/ifood/mussel/train_064486.jpg', '/ifood/mussel/train_064439.jpg', '/ifood/mussel/train_064212.jpg', '/ifood/mussel/train_064493.jpg', '/ifood/mussel/train_064340.jpg', '/ifood/mussel/train_064162.jpg']	win	3
2snk9xzj_r01_s0_p004	34	2snk9xzj	r01	image_p47269	image	/ifood/dumpling/train_085614.jpg	['/ifood/dumpling/train_085881.jpg', '/ifood/dumpling/train_085537.jpg', '/ifood/dumpling/train_085711.jpg', '/ifood/dumpling/train_085405.jpg', '/ifood/dumpling/train_085455.jpg', '/ifood/dumpling/train_085339.jpg', '/ifood/dumpling/train_085503.jpg', '/ifood/dumpling/train_085655.jpg', '/ifood/dumpling/train_085812.jpg', '/ifood/dumpling/train_085315.jpg', '/ifood/dumpling/train_085303.jpg']	win	4
2snk9xzj_r01_s0_p005	41	2snk9xzj	r01	image_p19244	image	/dogs/schipperke/n02104365_1822.jpg	['/dogs/schipperke/n02104365_7377.jpg', '/dogs/schipperke/n02104365_6527.jpg', '/dogs/schipperke/n02104365_6601.jpg', '/dogs/schipperke/n02104365_330.jpg', '/dogs/schipperke/n02104365_675.jpg', '/dogs/schipperke/n02104365_9354.jpg', '/dogs/schipperke/n02104365_6647.jpg', '/dogs/schipperke/n02104365_2940.jpg', '/dogs/schipperke/n02104365_1151.jpg', '/dogs/schipperke/n02104365_9873.jpg', '/dogs/schipperke/n02104365_7368.jpg']	win	5
2snk9xzj_r01_s0_p006	51	2snk9xzj	r01	image_p10372	image	/birds/Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg	['/birds/Rusty_Blackbird/Rusty_Blackbird_0093_6628.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0112_3415.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0091_6695.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0108_6867.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0033_6879.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0060_6756.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0017_6755.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0104_6685.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0020_6679.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0101_6880.jpg']	win	6
2snk9xzj_r00_s0_p000	28	2snk9xzj	r00	image_p14844	image	/ifood/panna_cotta/train_078726.jpg	['/ifood/panna_cotta/train_078931.jpg', '/ifood/panna_cotta/train_078709.jpg', '/ifood/panna_cotta/train_078995.jpg', '/ifood/panna_cotta/train_078936.jpg', '/ifood/panna_cotta/train_078647.jpg', '/ifood/panna_cotta/train_078612.jpg', '/ifood/panna_cotta/train_079040.jpg', '/ifood/panna_cotta/train_078805.jpg', '/ifood/panna_cotta/train_078870.jpg', '/ifood/panna_cotta/train_078667.jpg', '/ifood/panna_cotta/train_078776.jpg']	win	0
2snk9xzj_r00_s0_p001	40	2snk9xzj	r00	image_p35014	image	/ifood/sauerkraut/train_079918.jpg	['/ifood/sauerkraut/train_080018.jpg', '/ifood/sauerkraut/train_079951.jpg', '/ifood/sauerkraut/train_079998.jpg', '/ifood/sauerkraut/train_080192.jpg', '/ifood/sauerkraut/train_080267.jpg', '/ifood/sauerkraut/train_079974.jpg', '/ifood/sauerkraut/train_080236.jpg', '/ifood/sauerkraut/train_080176.jpg', '/ifood/sauerkraut/train_080277.jpg', '/ifood/sauerkraut/train_080230.jpg', '/ifood/sauerkraut/train_080137.jpg']	win	1
2snk9xzj_r00_s0_p002	29	2snk9xzj	r00	image_p39123	image	/ifood/sauerkraut/train_079899.jpg	['/ifood/sauerkraut/train_080028.jpg', '/ifood/sauerkraut/train_080147.jpg', '/ifood/sauerkraut/train_080204.jpg', '/ifood/sauerkraut/train_080040.jpg', '/ifood/sauerkraut/train_080230.jpg', '/ifood/sauerkraut/train_080094.jpg', '/ifood/sauerkraut/train_080144.jpg', '/ifood/sauerkraut/train_080137.jpg', '/ifood/sauerkraut/train_080207.jpg', '/ifood/sauerkraut/train_079857.jpg', '/ifood/sauerkraut/train_080185.jpg']	win	2
2snk9xzj_r00_s0_p003	33	2snk9xzj	r00	image_p23049	image	/ifood/shirred_egg/train_103315.jpg	['/ifood/shirred_egg/train_103544.jpg', '/ifood/shirred_egg/train_103422.jpg', '/ifood/shirred_egg/train_103348.jpg', '/ifood/shirred_egg/train_103539.jpg', '/ifood/shirred_egg/train_103474.jpg', '/ifood/shirred_egg/train_103479.jpg', '/ifood/shirred_egg/train_103139.jpg', '/ifood/shirred_egg/train_103276.jpg', '/ifood/shirred_egg/train_103322.jpg', '/ifood/shirred_egg/train_103121.jpg', '/ifood/shirred_egg/train_103524.jpg']	win	3
2snk9xzj_r00_s0_p004	59	2snk9xzj	r00	image_p48660	image	/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg	['/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0023_7325.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0009_8248.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0015_8207.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0065_8481.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0053_8410.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0108_7937.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg', '/birds/Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0049_8548.jpg']	win	4
2snk9xzj_r00_s0_p005	37	2snk9xzj	r00	image_p6617	image	/dogs/Great_Dane/n02109047_4884.jpg	['/dogs/Great_Dane/n02109047_5326.jpg', '/dogs/Great_Dane/n02109047_6276.jpg', '/dogs/Great_Dane/n02109047_562.jpg', '/dogs/Great_Dane/n02109047_14013.jpg', '/dogs/Great_Dane/n02109047_2475.jpg', '/dogs/Great_Dane/n02109047_9503.jpg', '/dogs/Great_Dane/n02109047_9396.jpg', '/dogs/Great_Dane/n02109047_2527.jpg', '/dogs/Great_Dane/n02109047_6093.jpg', '/dogs/Great_Dane/n02109047_1480.jpg', '/dogs/Great_Dane/n02109047_8090.jpg']	win	5
3ceh9mwa_r00_s1_p000	50	3ceh9mwa	r00	image_p5640	image	/birds/Gray_Catbird/Gray_Catbird_0024_20739.jpg	['/birds/Gray_Catbird/Gray_Catbird_0019_20567.jpg', '/birds/Gray_Catbird/Gray_Catbird_0001_20695.jpg', '/birds/Gray_Catbird/Gray_Catbird_0045_20950.jpg', '/birds/Gray_Catbird/Gray_Catbird_0060_20656.jpg', '/birds/Gray_Catbird/Gray_Catbird_0015_21230.jpg', '/birds/Gray_Catbird/Gray_Catbird_0134_20596.jpg', '/birds/Gray_Catbird/Gray_Catbird_0131_19633.jpg', '/birds/Gray_Catbird/Gray_Catbird_0091_20416.jpg', '/birds/Gray_Catbird/Gray_Catbird_0027_20968.jpg', '/birds/Gray_Catbird/Gray_Catbird_0102_20644.jpg', '/birds/Gray_Catbird/Gray_Catbird_0100_20674.jpg']	win	0
3ceh9mwa_r00_s1_p001	16	3ceh9mwa	r00	image_p23677	image	/birds/Eastern_Towhee/Eastern_Towhee_0035_22223.jpg	['/birds/Eastern_Towhee/Eastern_Towhee_0117_22741.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0068_22194.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0082_22330.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0038_22399.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0098_22676.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0031_22233.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0121_22319.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0030_22693.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0090_22273.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0040_22341.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0112_22231.jpg']	win	1
3ceh9mwa_r00_s1_p002	22	3ceh9mwa	r00	image_p33894	image	/ifood/shirred_egg/train_103184.jpg	['/ifood/shirred_egg/train_103313.jpg', '/ifood/shirred_egg/train_103280.jpg', '/ifood/shirred_egg/train_103511.jpg', '/ifood/shirred_egg/train_103474.jpg', '/ifood/shirred_egg/train_103137.jpg', '/ifood/shirred_egg/train_103388.jpg', '/ifood/shirred_egg/train_103138.jpg', '/ifood/shirred_egg/train_103234.jpg', '/ifood/shirred_egg/train_103315.jpg', '/ifood/shirred_egg/train_103121.jpg', '/ifood/shirred_egg/train_103139.jpg']	win	2
3ceh9mwa_r00_s1_p003	11	3ceh9mwa	r00	image_p44683	image	/dogs/giant_schnauzer/n02097130_5668.jpg	['/dogs/giant_schnauzer/n02097130_344.jpg', '/dogs/giant_schnauzer/n02097130_1585.jpg', '/dogs/giant_schnauzer/n02097130_982.jpg', '/dogs/giant_schnauzer/n02097130_2969.jpg', '/dogs/giant_schnauzer/n02097130_2586.jpg', '/dogs/giant_schnauzer/n02097130_3018.jpg', '/dogs/giant_schnauzer/n02097130_448.jpg', '/dogs/giant_schnauzer/n02097130_5675.jpg', '/dogs/giant_schnauzer/n02097130_1991.jpg', '/dogs/giant_schnauzer/n02097130_1032.jpg', '/dogs/giant_schnauzer/n02097130_6116.jpg']	win	3
3ceh9mwa_r00_s1_p004	35	3ceh9mwa	r00	image_p28615	image	/birds/Blue_Grosbeak/Blue_Grosbeak_0043_37200.jpg	['/birds/Blue_Grosbeak/Blue_Grosbeak_0051_37065.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0014_36708.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0072_36774.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0086_36818.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0107_36696.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0033_36980.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0015_36985.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0036_37048.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0029_37197.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0019_37205.jpg', '/birds/Blue_Grosbeak/Blue_Grosbeak_0065_36847.jpg']	win	4
3ceh9mwa_r00_s1_p005	60	3ceh9mwa	r00	image_p12727	image	/birds/Pelagic_Cormorant/Pelagic_Cormorant_0075_23645.jpg	['/birds/Pelagic_Cormorant/Pelagic_Cormorant_0026_23792.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0096_23775.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0093_23722.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0071_23964.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0036_23503.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0061_23548.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0003_23695.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0088_23855.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0024_23712.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0011_23667.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0084_23836.jpg']	win	5
3ceh9mwa_r00_s1_p006	17	3ceh9mwa	r00	image_p26081	image	/ifood/sauerkraut/train_080094.jpg	['/ifood/sauerkraut/train_080137.jpg', '/ifood/sauerkraut/train_079998.jpg', '/ifood/sauerkraut/train_080147.jpg', '/ifood/sauerkraut/train_079974.jpg', '/ifood/sauerkraut/train_080212.jpg', '/ifood/sauerkraut/train_080176.jpg', '/ifood/sauerkraut/train_079952.jpg', '/ifood/sauerkraut/train_080277.jpg', '/ifood/sauerkraut/train_080060.jpg', '/ifood/sauerkraut/train_079857.jpg', '/ifood/sauerkraut/train_080204.jpg']	win	6
3ceh9mwa_r00_s1_p007	18	3ceh9mwa	r00	image_p24942	image	/birds/European_Goldfinch/European_Goldfinch_0064_794670.jpg	['/birds/European_Goldfinch/European_Goldfinch_0053_794639.jpg', '/birds/European_Goldfinch/European_Goldfinch_0074_33348.jpg', '/birds/European_Goldfinch/European_Goldfinch_0017_794638.jpg', '/birds/European_Goldfinch/European_Goldfinch_0077_33346.jpg', '/birds/European_Goldfinch/European_Goldfinch_0080_33322.jpg', '/birds/European_Goldfinch/European_Goldfinch_0054_33169.jpg', '/birds/European_Goldfinch/European_Goldfinch_0041_794645.jpg', '/birds/European_Goldfinch/European_Goldfinch_0084_33147.jpg', '/birds/European_Goldfinch/European_Goldfinch_0097_794688.jpg', '/birds/European_Goldfinch/European_Goldfinch_0062_794657.jpg', '/birds/European_Goldfinch/European_Goldfinch_0068_33359.jpg']	win	7
3ceh9mwa_r00_s1_p008	11	3ceh9mwa	r00	image_p46585	image	/dogs/Yorkshire_terrier/n02094433_7827.jpg	['/dogs/Yorkshire_terrier/n02094433_1210.jpg', '/dogs/Yorkshire_terrier/n02094433_3983.jpg', '/dogs/Yorkshire_terrier/n02094433_2901.jpg', '/dogs/Yorkshire_terrier/n02094433_5155.jpg', '/dogs/Yorkshire_terrier/n02094433_2349.jpg', '/dogs/Yorkshire_terrier/n02094433_4990.jpg', '/dogs/Yorkshire_terrier/n02094433_730.jpg', '/dogs/Yorkshire_terrier/n02094433_2053.jpg', '/dogs/Yorkshire_terrier/n02094433_1030.jpg', '/dogs/Yorkshire_terrier/n02094433_1376.jpg', '/dogs/Yorkshire_terrier/n02094433_2115.jpg']	win	8
4v5v7c44_r00_s0_p000	19	4v5v7c44	r00	image_p5681	image	/dogs/whippet/n02091134_16794.jpg	['/dogs/whippet/n02091134_17872.jpg', '/dogs/whippet/n02091134_12827.jpg', '/dogs/whippet/n02091134_16086.jpg', '/dogs/whippet/n02091134_10242.jpg', '/dogs/whippet/n02091134_10219.jpg', '/dogs/whippet/n02091134_7310.jpg', '/dogs/whippet/n02091134_15865.jpg', '/dogs/whippet/n02091134_3522.jpg', '/dogs/whippet/n02091134_12142.jpg', '/dogs/whippet/n02091134_11765.jpg', '/dogs/whippet/n02091134_12023.jpg']	win	0
4v5v7c44_r00_s0_p001	61	4v5v7c44	r00	image_p4336	image	/dogs/French_bulldog/n02108915_57.jpg	['/dogs/French_bulldog/n02108915_4303.jpg', '/dogs/French_bulldog/n02108915_653.jpg', '/dogs/French_bulldog/n02108915_328.jpg', '/dogs/French_bulldog/n02108915_9399.jpg', '/dogs/French_bulldog/n02108915_8696.jpg', '/dogs/French_bulldog/n02108915_2118.jpg', '/dogs/French_bulldog/n02108915_1137.jpg', '/dogs/French_bulldog/n02108915_1752.jpg', '/dogs/French_bulldog/n02108915_2166.jpg', '/dogs/French_bulldog/n02108915_5096.jpg', '/dogs/French_bulldog/n02108915_11335.jpg']	win	1
4v5v7c44_r00_s0_p002	23	4v5v7c44	r00	image_p14083	image	/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0031_42201.jpg	['/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0039_42423.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0068_42535.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0058_42311.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0011_42554.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0035_42282.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0053_42184.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0009_42234.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0048_42298.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0044_42305.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0024_42506.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0017_42407.jpg']	loss	2
4v5v7c44_r00_s0_p003	37	4v5v7c44	r00	image_p28329	image	/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0054_42709.jpg	['/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0060_42595.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0063_42704.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0017_795490.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0008_42703.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0068_42701.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0012_795469.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0024_42616.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0015_795504.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0013_42769.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0005_42627.jpg', '/birds/Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0044_795480.jpg']	loss	3
4v5v7c44_r00_s0_p004	43	4v5v7c44	r00	image_p42965	image	/dogs/keeshond/n02112350_4801.jpg	['/dogs/keeshond/n02112350_8713.jpg', '/dogs/keeshond/n02112350_8124.jpg', '/dogs/keeshond/n02112350_8849.jpg', '/dogs/keeshond/n02112350_1199.jpg', '/dogs/keeshond/n02112350_8278.jpg', '/dogs/keeshond/n02112350_7789.jpg', '/dogs/keeshond/n02112350_7618.jpg', '/dogs/keeshond/n02112350_10100.jpg', '/dogs/keeshond/n02112350_4590.jpg', '/dogs/keeshond/n02112350_8631.jpg', '/dogs/keeshond/n02112350_10338.jpg']	loss	4
4v5v7c44_r00_s0_p005	17	4v5v7c44	r00	image_p24528	image	/birds/American_Goldfinch/American_Goldfinch_0134_32409.jpg	['/birds/American_Goldfinch/American_Goldfinch_0123_32505.jpg', '/birds/American_Goldfinch/American_Goldfinch_0062_31921.jpg', '/birds/American_Goldfinch/American_Goldfinch_0048_32885.jpg', '/birds/American_Goldfinch/American_Goldfinch_0061_32281.jpg', '/birds/American_Goldfinch/American_Goldfinch_0041_31969.jpg', '/birds/American_Goldfinch/American_Goldfinch_0131_32911.jpg', '/birds/American_Goldfinch/American_Goldfinch_0129_32625.jpg', '/birds/American_Goldfinch/American_Goldfinch_0001_32306.jpg', '/birds/American_Goldfinch/American_Goldfinch_0043_31993.jpg', '/birds/American_Goldfinch/American_Goldfinch_0115_32362.jpg', '/birds/American_Goldfinch/American_Goldfinch_0089_32152.jpg']	loss	5
4v5v7c44_r00_s0_p006	26	4v5v7c44	r00	image_p0984	image	/birds/Pelagic_Cormorant/Pelagic_Cormorant_0008_23602.jpg	['/birds/Pelagic_Cormorant/Pelagic_Cormorant_0016_23509.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0088_23855.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0064_23641.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0047_23718.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0086_23719.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0098_23783.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0049_23714.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0038_23643.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0099_23784.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0024_23712.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0084_23836.jpg']	win	6
4v5v7c44_r03_s0_p000	51	4v5v7c44	r03	taboo_en_p0130	word	Divorce	['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']	win	0
4v5v7c44_r03_s0_p001	47	4v5v7c44	r03	taboo_en_p0080	word	Door	['House', 'Building', 'Handle', 'Entrance', 'Exit']	win	1
4v5v7c44_r03_s0_p002	25	4v5v7c44	r03	taboo_en_p0399	word	Great Wall of China	['Historic', 'Tourism', 'Landscape', 'Long', 'Border']	win	2
4v5v7c44_r03_s0_p003	38	4v5v7c44	r03	taboo_en_p2435	word	Personal Computer	['Laptop', 'Desktop', 'Mobile', 'Hard Drive', 'Wifi']	win	3
4v5v7c44_r03_s0_p004	66	4v5v7c44	r03	taboo_en_p0040	word	Dentist	['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']	win	4
4v5v7c44_r03_s0_p005	21	4v5v7c44	r03	taboo_en_p2521	word	Sex and the City	['Series', 'Women', 'New York', 'Moms', 'Relationships']	loss	5
4v5v7c44_r04_s0_p000	44	4v5v7c44	r04	image_p37090	image	/birds/Chuck_will_Widow/Chuck_Will_Widow_0023_796979.jpg	['/birds/Chuck_will_Widow/Chuck_Will_Widow_0014_796987.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0020_796965.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0042_796983.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0011_796954.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0016_796974.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0041_796997.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0006_796986.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0045_22798.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0035_796985.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0054_22782.jpg']	loss	0
4v5v7c44_r04_s0_p001	13	4v5v7c44	r04	image_p38162	image	/dogs/Saint_Bernard/n02109525_11285.jpg	['/dogs/Saint_Bernard/n02109525_1100.jpg', '/dogs/Saint_Bernard/n02109525_12272.jpg', '/dogs/Saint_Bernard/n02109525_11465.jpg', '/dogs/Saint_Bernard/n02109525_1575.jpg', '/dogs/Saint_Bernard/n02109525_10146.jpg', '/dogs/Saint_Bernard/n02109525_13420.jpg', '/dogs/Saint_Bernard/n02109525_11274.jpg', '/dogs/Saint_Bernard/n02109525_13230.jpg', '/dogs/Saint_Bernard/n02109525_11444.jpg', '/dogs/Saint_Bernard/n02109525_13410.jpg', '/dogs/Saint_Bernard/n02109525_13794.jpg']	win	1
4v5v7c44_r04_s0_p002	19	4v5v7c44	r04	image_p12867	image	/dogs/kelpie/n02105412_4669.jpg	['/dogs/kelpie/n02105412_1834.jpg', '/dogs/kelpie/n02105412_2067.jpg', '/dogs/kelpie/n02105412_3416.jpg', '/dogs/kelpie/n02105412_3905.jpg', '/dogs/kelpie/n02105412_1757.jpg', '/dogs/kelpie/n02105412_4061.jpg', '/dogs/kelpie/n02105412_3065.jpg', '/dogs/kelpie/n02105412_6120.jpg', '/dogs/kelpie/n02105412_652.jpg', '/dogs/kelpie/n02105412_5961.jpg', '/dogs/kelpie/n02105412_4038.jpg']	loss	2
4v5v7c44_r04_s0_p003	23	4v5v7c44	r04	image_p26570	image	/dogs/Weimaraner/n02092339_3222.jpg	['/dogs/Weimaraner/n02092339_5978.jpg', '/dogs/Weimaraner/n02092339_289.jpg', '/dogs/Weimaraner/n02092339_2653.jpg', '/dogs/Weimaraner/n02092339_8024.jpg', '/dogs/Weimaraner/n02092339_511.jpg', '/dogs/Weimaraner/n02092339_6341.jpg', '/dogs/Weimaraner/n02092339_2103.jpg', '/dogs/Weimaraner/n02092339_821.jpg', '/dogs/Weimaraner/n02092339_5137.jpg', '/dogs/Weimaraner/n02092339_4378.jpg', '/dogs/Weimaraner/n02092339_439.jpg']	win	3
4v5v7c44_r04_s0_p004	19	4v5v7c44	r04	image_p23933	image	/dogs/Australian_terrier/n02096294_3899.jpg	['/dogs/Australian_terrier/n02096294_6450.jpg', '/dogs/Australian_terrier/n02096294_6258.jpg', '/dogs/Australian_terrier/n02096294_2343.jpg', '/dogs/Australian_terrier/n02096294_4535.jpg', '/dogs/Australian_terrier/n02096294_4290.jpg', '/dogs/Australian_terrier/n02096294_2920.jpg', '/dogs/Australian_terrier/n02096294_5666.jpg', '/dogs/Australian_terrier/n02096294_6027.jpg', '/dogs/Australian_terrier/n02096294_8721.jpg', '/dogs/Australian_terrier/n02096294_5522.jpg', '/dogs/Australian_terrier/n02096294_6290.jpg']	win	4
4v5v7c44_r04_s0_p005	23	4v5v7c44	r04	image_p37018	image	/dogs/Gordon_setter/n02101006_4470.jpg	['/dogs/Gordon_setter/n02101006_1963.jpg', '/dogs/Gordon_setter/n02101006_1888.jpg', '/dogs/Gordon_setter/n02101006_627.jpg', '/dogs/Gordon_setter/n02101006_2540.jpg', '/dogs/Gordon_setter/n02101006_3938.jpg', '/dogs/Gordon_setter/n02101006_2954.jpg', '/dogs/Gordon_setter/n02101006_3914.jpg', '/dogs/Gordon_setter/n02101006_3335.jpg', '/dogs/Gordon_setter/n02101006_267.jpg', '/dogs/Gordon_setter/n02101006_1678.jpg', '/dogs/Gordon_setter/n02101006_1934.jpg']	win	5
