clip_identifier	TranscriptId	transcript	start_timestamp_ms	end_timestamp_ms	speaker_id	match_id	round
2j1kw67f_r02_s1_p003	transid-320748dcaba8a171-001668302112659	"Okay, but he is from not from India,"	32425	35903	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-8acb5bd4991edad1-001668302112959	"Okay, first one is ray, ah I'm going to explain what,"	37220	41065	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-c408c50eb2f756c6-001668302113240	"um,"	42295	43030	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-c20e6cd5320fe069-001668302113513	second one is?	45224	46315	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-a899767a806521da-001668302113783	I'm trying to explain that only second one.	46307	48382	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-50469b258b0a32bc-001668302114033	and it is related to?	49010	50730	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-abefd14c2b427eb7-001668302114286	"ah like we can ah,"	50725	53790	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-567defeabb4b2ce7-001668302114521	heard his name in like physics.	54405	57075	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-0f696ed4b019ac87-001668302114760	not I guess he is the celebrity but he is not a scientist.	57484	60787	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-a8bda8f2a287397f-001668302114976	But ah  the second part of the name we came mostly we will listen in physics.	61180	65933	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-e1581b4f0cb7d200-001668302115197	like ah can you say his name?	68225	70780	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-f45c7333e538b513-001668302115412	"ah like,"	71285	72605	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-5cea44728de67cec-001668302115626	Chadwick	73645	74610	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-356bd67828ee7c5c-001668302115828	"ah,"	74925	76072	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-fb0b66ce75050217-001668302116026		76740	77643	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-3cf957aababdbacf-001668302116227	Charles	78725	79390	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-b65c5344d8f29e6a-001668302116415	"ah now you can combine the both the words,"	79745	82222	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-1b9a5a3b9fbcc981-001668302116606	Ray Charles	82222	82622	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p003	transid-a8f4c77833128c62-001668302116793	yeah.	83080	83422	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-19a3fb16a41c12b6-001668217731168		0	2110	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-2052d0332bf5481a-001668217732046	This is a profession	2290	3810	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-31b628869e42af7b-001668217732315	Uh	4830	5410	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-e1204a931a658cd1-001668217732825	But related to not the	6305	8715	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-4d30cb2c5b1b723c-001668217733310	Uhm	9875	10110	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-f678142e36a6c40f-001668217733764	Doctor	10240	10850	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-430ebaaeaff11eb8-001668217733982	"Uh, a doctor."	11020	12685	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-cac0c74a5a9a0b99-001668217734805	Uh	14410	14955	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-7bfb9ddf7e913e45-001668217735371	I shall should a name different doctors?	14855	16665	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-9950242af0d8d658-001668217735555	"Uhn. Uh in in doctor like Cardiologist, like neurologist."	17280	23360	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-66d49f507215b645-001668217735736	In that we can	23955	24990	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-6042b5e858bffed1-001668217736080	"Right, yes."	25535	25960	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-d09c767eb105835a-001668217736248	"Uh,"	26240	26740	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-4e430188920aeed2-001668217736411	In that we can see but he is related to our	27045	30230	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-efbc69965e2f721c-001668217736573	Uh	30681	31355	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-1b3efb13b18b9857-001668217736736	Dentist?	31685	32200	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p004	transid-3de3857a4691c7cd-001668217736890	Yup	32400	32830	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p005	transid-11a275efd986343e-001668456946462	Oh my god!	1854	3114	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p005	transid-295c8bb4ee178c95-001668456947209	uh	4194	4995	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p005	transid-d8c102019b1b6fd3-001668456947862	I don't know he is a person but how can I explain ok I'm going	5374	9985	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-294f1834bef27368-001668371970089	for skip 	5	500	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-c9f57263bf0f0f2d-001668371971437	Okay this is the 	1315	3579	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-6f801f28aa133e14-001668371972999		4465	5250	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-5507bc56a47e604f-001668371974208	monument 	5795	6665	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-6837af5f5df55d46-001668371975492	"in the world, where we can"	7339	9114	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-405605a5a581162b-001668371976063	see this is a mummy in mummy film. 	9570	13265	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-6b3a0b58737b347c-001668371976746	Egypt?	14510	15050	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-10adb307fb029b19-001668371977315	okay place is	15830	17490	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-f2df90357822967a-001668371978104	"is that, but what we see in that?"	18095	20425	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-15e948c7a1847d89-001668371979286	Pyramids?	21635	22165	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p006	transid-a09c48d8579badfb-001668371979857	yep 	22175	22530	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-223ebf1fdf18c50a-001668343561025	a	770	1360	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-2de5265e28a7a641-001668343561350	"I guess this is the ,"	3830	6575	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-fcb1f2b2e9dc13c1-001668343561957	a	6869	7687	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-574705bf5121679e-001668343562248	"Okay, this is a one word but I'm going to explain to second word."	10382	14407	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-fdd616042aa4cb8b-001668343562821	Okay	15110	15410	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-444f88c9e16632b6-001668343563163	a	15785	16508	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-4dab6a418f40ce57-001668343563736	In a daily basis what a if	17585	21100	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-9b7ced926f04e011-001668343564079	if we do message	21654	23090	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-cc864fd7bfd665c0-001668343564652	like good night message what will say that?	23384	26945	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-01e7a0af5c3afa65-001668343565009	good night	27700	28700	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-dabed9a586394e42-001668343565964	sweet dreams.	29320	30020	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-3692bfd1e8ecb18b-001668343566294	Okay remove sweet	30045	31853	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-cda1db9c86f317af-001668343566865	dreams	32864	33428	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-31fc6ca6045254a5-001668343567188	dream okay that is a second word	33690	36753	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-96ff85d6af3a7d3c-001668343567795	and I'm going to explain of first word.	37160	39288	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-b3e817c026d73b54-001668343568081	a	39585	40158	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-464728c74032f9f0-001668343568395	I guess this is some kind of 	40625	42715	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-ec2d151bc306cd2d-001668343568970	I related	43655	44655	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-96ff85d6af3a7f5d-001668343569282	I related?	45565	46550	Speaker1	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-a9106afe700a3298-001668343569609	or like halogenation	46812	49012	Speaker0	2j1kw67f	r02
2j1kw67f_r02_s1_p007	transid-8e75d69432a1d64c-001668343570181	"Oh, I used"	49872	50999	Speaker0	2j1kw67f	r02
2j1kw67f_r03_s1_p000	transid-1829ed40b4ad823e-001668573911813	"Uh, this is the common food we eat in the morning"	1800	5224	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p000	transid-e1a3d9bacdc248d9-001668573911942	like foreign people will eat.	5604	7357	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p000	transid-08a850f38defe7cd-001668573912198	Sandwich.	7302	8234	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p001	transid-6e66ccac69d65dd1-001668467731469	"Uh,"	1705	2245	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p001	transid-aa1594a1ecc289d9-001668467732174	"What you call if we, "	2625	4430	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p001	transid-efd4a9fc355aabce-001668467732392	what will be there in the water?	4865	6175	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p001	transid-2d66232fc89a52de-001668467732606	"Fishes,"	6455	7250	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p001	transid-2cc2e4d87da356ad-001668467733025	Who will catch that?	8135	9150	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p001	transid-a9e59c2c69b64b90-001668467733801	Fisherman.	9160	9985	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p004	transid-bfafb41d0ee4c256-001668384821478	Okay.	3950	4590	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p004	transid-40476029651d80e7-001668384821973	After school what we expect in summers?	5100	8220	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p004	transid-6d21d516be9c07e8-001668384822502	"Holidays, holiday."	8345	10380	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p004	transid-2e1d355443432f3f-001668384823152	"That second word and the first word will be like uh, if we go to the"	10630	14760	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p004	transid-1324f217b684f6ed-001668384823718	"what you call, if we use electricity for a month and what we get?"	15960	19544	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p004	transid-8b30634459e3e437-001668384824357	"Bill, Billie holiday."	19380	21660	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p005	transid-0d8e4fa08da8200d-001668456328104	"This is like a some kind of, he is a"	3350	6315	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p005	transid-62b8e38cde380a56-001668456328426	player.	6615	7340	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p005	transid-107e5dd2c4e26431-001668456328720	"uh, "	7814	8395	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p005	transid-5bbf6e9d7f41c63c-001668456329008	"Okay, then go for skip."	8600	10355	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-dc9e2bb66afbc145-001668553466847	Here what we can see in the rivers?	1509	4140	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-af1c7a9e0628889a-001668553467872	Ha.	4810	5515	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-5cae7314fd7012b8-001668553468448	Not exactly in the river.	5110	6239	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-bccc9b1ac0f78496-001668553469700	Okay.	6955	7640	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-e61a925feff5c246-001668553470418		7974	8790	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-031fbbb85059bd27-001668553471064	"Boat,"	8445	9100	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-139c803869ad3c47-001668553471721	Ship?	9575	10266	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-ab1e6a2fa17d7c43-001668553472293	No.	10186	10465	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p006	transid-6bd738464694084e-001668553472928	Yes.	10920	11395	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-2d44b65746f7661c-001668467688797	When	2454	3050	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-8dca4b21042e5425-001668467689318	"the, when it rains."	3860	5315	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-cd43a96d07978928-001668467689936	Okay.	5401	6061	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-9aeaf1fadbf91d3d-001668467690709	after the rains what we 'll see in the sky?	6018	7850	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-06c13baec9a55de7-001668467691591	When combine rain and sun?	8395	10900	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-1e5c2862efa6dc49-001668467692388	Yes.	12792	13402	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p008	transid-f9f27a21a2c64a17-001668467693053	Rainbow.	13512	14382	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-7930114895cee76b-001668195489752	"Okay, we'll find this in the deep"	2010	4960	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-6c5f6e9b4e0f3a03-001668195490605	under the water	5580	6850	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-ecf81c0e2ca17a76-001668195491390	but	7490	8065	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-479f4f9ae159c474-001668195491929	"can you name what are the, what are present in the water?"	8720	12110	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-f1c185ad14299ac4-001668195492273	Uh um	12744	14500	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-4ace6f9a796c55b9-001668195492444	"similar to that, but it's it is very hard."	14120	17440	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-bb98098ab3aefe92-001668195492765	Um	18315	18990	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-f617284c443f304f-001668195493090	Sea Seaward's.	20900	22899	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-5b7e5be5990ac17e-001668195493390	No no no.	23309	24000	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-1068913f115d93d6-001668195493688	Octopus?	23725	24930	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-82087752a6231a15-001668195493972	No.	25190	25535	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-23516c5bff6fdcab-001668195494119	It is covered in some kind of	28160	30660	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p009	transid-de8a01b2d53010bd-001668195494256	"Okay, then go for skip."	32950	34150	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p010	transid-5d0503965e818e15-001668345830257	ahh.	1900	2400	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p010	transid-44ee8ca6abbc5754-001668345830573	this person comes to our home and fits everything like cupboards.	2995	7515	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p010	transid-39db841015417842-001668345830876	Carpenter.	7860	9045	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p011	transid-91225864b7cdd6ea-001668551538540	What we find in our	2050	3905	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p011	transid-2b07ae0a33eb7745-001668551539125	cars	4880	5300	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p011	transid-e66b4dd328e00e9b-001668551539871	in the front part?	5758	6658	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p011	transid-146f63a2402a6447-001668551540225	ahh	7088	7708	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p011	transid-8dc630d7d448a0c8-001668551540873	engine.	8183	8743	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-466ec52b85f3046f-001668205455255	This is	1375	1829	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-95904b0c9f45c82d-001668205455915		1829	2305	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-b0a3746c60c2b836-001668205456473	"some kind of virus know, What is the cure for it?"	2305	7375	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-43d398f0b94c8e18-001668205457351	"Hmm, medicine?"	7675	8675	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-3a46b3bf312e5f54-001668205458017	And the word?	10210	10930	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-6f74f98f4d7e39bb-001668205458745	Ah	11520	12160	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-2313f7387ef0b126-001668205459217	Anti	13220	14220	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-de9d1e0ccc40c403-001668205459880	"Yes, some kind"	16720	17850	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-5ab3f46629bff207-001668205460444		20520	21100	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-49835f468b372b06-001668205460961	Another word for that medicine or what we call?	22435	25550	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-237a2a6a31a1ecd8-001668205461647	"Another word for that medicine? If you are getting some kind of, if there is a virus to cure that virus what we use?"	25860	32424	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-aec855b097027ac9-001668205462286	"Anti-biotic uh,"	36675	38490	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-baad72288a7fe001-001668205462780	"No,"	38450	38824	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-2979996a0af4fa2e-001668205463136	"no, no."	39395	39840	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p012	transid-966d0c47867690a2-001668205463553	"Ok, than go for skip."	43310	44310	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p013	transid-c7a667a28dccdc97-001668441874512	Ah this one is find in USA.	2464	5094	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p013	transid-51750ff3feceae1d-001668441875057	Okay.	5259	5985	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p013	transid-a12739a6cb428343-001668441875556	Building	6035	6440	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p013	transid-ed208b1eb16d72b7-001668441876176	Thing or place? okay building.	6690	9227	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p013	transid-caab6d8ef6ef8e3f-001668441876673	"Okay, white house."	11122	12520	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p014	transid-98e2e842b257dd26-001668362459596	"This is something like if if I'm giving some kind of property to you, you are giving something to me in between what we make."	2398	10057	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p014	transid-07515ad8eb57ea95-001668362460008	"Contracts,"	10412	11337	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-c25fc71f81d8c236-001668296705275		1715	2095	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-cd14ce058f81ebeb-001668296706122	If if you are eating some kind of food know. 	2585	5587	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-de7d92ca308105bb-001668296706914	okay 	5842	6362	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-60b287730189ca66-001668296707391	"You are eating, you got some kind of  "	6104	8382	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-9a2d4fa5892735c3-001668296707752	Can you name? 	12482	13037	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-ee06a202084786ea-001668296708094	What your phone consist stuff? 	13727	15112	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-936dcfc140463316-001668296708696		16272	17007	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-db1549bad3364b23-001668296709030	"Hardware, I am talking about hardwire. "	17847	20117	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-5b4a4a8c0bac3e27-001668296709330	like parts  	20021	22922	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-226a69055c677dfd-001668296709650	yes parts  	23067	23742	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-e5b8437d1b4ea892-001668296710182	like it's a thing or it's kind of material. 	26071	29922	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-b0dd4d66f0e155e0-001668296710714	in yes yes material 	30642	31922	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p017	transid-6318e002bd1db840-001668296711213	"metal, metal body, metal "	31929	34709	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-63668e6f236b94da-001668596125951		2010	3159	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-e38bc0ba40c07ae7-001668596126113	If you want to know about something	3160	5015	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-ed825704647377ee-001668596126428	Okay.	5060	5610	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-8094741987aca1ef-001668596127031	"Any person or anything, what you do mainly?"	5435	8530	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-79850a478ac32ebc-001668596127459	"Um,"	9060	9795	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-bba17e490af6a188-001668596128262	In the	9590	10234	Speaker0	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-55e9dcf742f9e304-001668596129125	will search.	10245	11545	Speaker1	2j1kw67f	r03
2j1kw67f_r03_s1_p018	transid-8c1dbb0175b0a965-001668596129703	Yes.	12160	12640	Speaker0	2j1kw67f	r03
2j1kw67f_r04_s1_p000	transid-41c8d3878e92737e-001668415849358	Okay here is the image of the dog. The dog is 	2090	6760	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p000	transid-abdf904c98491a1c-001668415851308	seating on sofa but not exactly seating. It is looking towards the lens side. Two legs	7070	13339	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p000	transid-bc6e8acc0589b1e5-001668415853082	Ok it's having some kind of red	14535	16564	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p000	transid-81361730eb4df67b-001668415854344	Red color carpet on it.	16045	18200	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p000	transid-6fa4e5854eb27076-001668415855786	Yes yes	18020	18910	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p001	transid-22439866aa7fdbdc-001668365537423	"Here is a dog image, we can see ah this dog is sitting on the carpet ah background we can see some gift kind of"	1960	10807	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p001	transid-4f752bee2103e44f-001668365537903	yeah we are done.	10807	11742	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p002	transid-4757f63e0526dc19-001668573049758	Here is a food item	754	2255	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p002	transid-e52dc1f40080b232-001668573050181	It is sprinkled with some	3119	5489	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p002	transid-9034e1369e1a71d9-001668573050966	"green leaves, coriander and one four leaves blue plate one"	6424	10999	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p002	transid-5012eb92ef71151b-001668573051689	coriander leaves yes	7054	8386	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p003	transid-53c7d60d6382ecb7-001668546894413	still fork	0	1179	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p003	transid-188089b79ad9671e-001668546896362	Here is a bird image we can	2429	4709	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p003	transid-63af5ea42dbcbcd8-001668546898466	It is flying on  water not in the water above the water	6319	10324	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p003	transid-a13058147e6b5eae-001668546899840	one	10679	11460	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p003	transid-c54dff33dfdf9b87-001668546901441	It's towards left side	12177	14747	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-6dd1c560d9813b62-001668605414860	"One wing is downwards, one wing is upward, okay? Here is a dog image. It is in grey colour. Ah uh"	765	6725	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-6c7eb0cfca65ed27-001668605415143	um we can see one chain	7500	10330	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-4cc2047c676bf3eb-001668605415522	in his neck.	10900	12095	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-58df7c67a4683ed3-001668605415708	"Background, we can see grass."	12580	15510	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-31573a1f3a7ba5f8-001668605415887	It is looking left side?	16930	18050	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-d606137fafef0e38-001668605416065	Ah it's looking left side but his face towards camera only.	18300	21860	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p004	transid-97e18083b5da62a6-001668605416327	"Okay, okay. Done."	22530	23340	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p005	transid-e9a15f66caac526a-001668452971896	Two legs is stretched ok.	1389	3129	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p005	transid-f39b1b4ee5cb3763-001668452972610	uh here is a dog image uh the dog mouth is open.	3714	7204	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p005	transid-87ed9a2ed3c82da0-001668452973106	"uh Tail is truncated, the dog is in white and brown color."	7599	11394	Speaker1	2j1kw67f	r04
2j1kw67f_r04_s1_p005	transid-667636b62848b5ce-001668452973689		12729	13599	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p005	transid-9042c48eb7b8b689-001668452974301	lot of grass?	13624	14444	Speaker0	2j1kw67f	r04
2j1kw67f_r04_s1_p005	transid-295a9e8c4fe1b1ff-001668452974794	"Yes, one black belt is in dog"	14479	18544	Speaker1	2j1kw67f	r04
